book_id,book_title,author_id,num_pages,cover_type,publish_date,description,genre_ids
957,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",280,464,Hardcover,11-02-2003,Author Erik Larson imbues the incredible events surrounding the 1893 Chicago Worlds Fair with such drama that readers may find themselves checking the books categorization to be sure that The Devil in the White City is not in fact a highly imaginative novel Larson tells the stories of two men Daniel H Burnham the architect responsible for the fairs construction and HH Holmes a serial killer masquerading as a charming doctor ,"[78, 102, 90, 48, 21, 166, 42]"
958,Pale Fire,542,246,Paperback,01-01-1962,The American poet John Shade is dead His last poem Pale Fire is put into a book together with a preface a lengthy commentary and notes by Shades editor Charles Kinbote Known on campus as the Great Beaver Kinbote is haughty inquisitive intolerant but is he also mad bad  and even dangerous As his wildly eccentric annotations slide into the personal and the fantastical Kinbote reveals perhaps more than he should be,"[97, 68, 275, 143, 130, 132, 147]"
959,On Writing: A Memoir of the Craft,349,320,Mass Market Paperback,01-01-2000,Long live the King hailed Entertainment Weekly upon the publication of Stephen Kings On Writing Part memoir part master class by one of the bestselling authors of all time this superb volume is a revealing and practical view of the writers craft comprising the basic tools of the trade every writer must have Kings advice is grounded in his vivid memories from childhood through his emergence as a writer from his struggling early career to his widely reported nearfatal accident in 1999  and how the inextricable link between writing and living spurred his recovery Brilliantly structured friendly and inspiring On Writing will empower and entertain everyone who reads it  fans writers and anyone who loves a great story well told,"[78, 185, 172, 121, 42, 244, 279]"
960,Travels with Charley: In Search of America,42,214,Paperback,01-01-1961,To hear the speech of the real America to smell the grass and the trees to see the colors and the lightthese were John Steinbecks goals as he set out at the age of fiftyeight to rediscover the country he had been writing about for so many years,"[78, 108, 68, 172, 121, 143, 42]"
961,"The Hunt for Red October (Jack Ryan, #3)",184,432,Mass Market Paperback,28-10-1984,Here is the runaway bestseller that launched Tom Clancys phenomenal career A military thriller so gripping in its action and so convincing in its accuracy that the author was rumored to have been debriefed by the White House Its theme the greatest espionage coup in history Its story the chase for a top secret Russian missile sub Lauded by the Washington Post as breathlessly exciting The Hunt for Red October remains a masterpiece of military fiction by one of the worlds most popular authors a man whose shockingly realistic scenarios continue to hold us in thrall,"[97, 106, 230, 166, 144, 247, 141]"
962,Battle Royale,141,624,Paperback,21-04-1999,Koushun Takamis notorious highoctane thriller is based on an irresistible premise a class of junior high school students is taken to a deserted island where as part of a ruthless authoritarian program they are provided arms and forced to kill one another until only one survivor is left standing Criticized as violent exploitation when first published in Japan  where it then proceeded to become a runaway bestseller  Battle Royale is a Lord of the Flies for the 21st century a potent allegory of what it means to be young and barely alive in a dogeatdog world Made into a controversial hit movie of the same name Battle Royale is already a contemporary Japanese pulp classic now available for the first time in the English language,"[223, 182, 73, 291, 106, 93, 64]"
963,"Angela’s Ashes (Frank McCourt, #1)",329,452,Paperback,05-09-1996,Imbued on every page with Frank McCourts astounding humor and compassion This is a glorious book that bears all the marks of a classic,"[78, 172, 121, 68, 26, 279, 137]"
964,"One Fish, Two Fish, Red Fish, Blue Fish",254,64,Hardcover,14-05-1960,From there to here from here to there funny things are everywhere In this exploration of simple concepts such as colour numbers and opposites Dr Seuss presents a crazy world of boxing Goxes singing Yinks and hump Wumps,"[280, 19, 182, 68, 275, 22, 246]"
965,The Silmarillion,70,386,Hardcover,15-09-1977,The Silmarillion is an account of the Elder Days of the First Age of Tolkiens world It is the ancient drama to which the characters in The Lord of the Rings look back and in whose events some of them such as Elrond and Galadriel took part The tales of The Silmarillion are set in an age when Morgoth the first Dark Lord dwelt in MiddleEarth and the High Elves made war upon him for the recovery of the Silmarils the jewels containing the pure light of Valinor,"[107, 182, 68, 3, 23, 35, 152]"
966,"Dragonfly in Amber (Outlander, #2)",360,947,Paperback,01-07-1992,From the author of ,"[254, 34, 246, 182, 55, 21, 0]"
967,Project Hail Mary,488,476,Hardcover,04-05-2021,Ryland Grace is the sole survivor on a desperate lastchance missionand if he fails humanity and the earth itself will perish,"[206, 182, 42, 246, 250, 106, 204]"
968,"Shadow Kiss (Vampire Academy, #3)",523,443,Paperback,13-11-2008,WHAT IF FOLLOWING HER HEART MEANS ROSE COULD LOSE HER BEST FRIEND FOREVER,"[118, 246, 151, 217, 34, 67, 263]"
969,Ficciones,214,174,Paperback,01-01-1944,The seventeen pieces in ,"[97, 183, 216, 246, 143, 283, 83]"
970,"The High Auction (Wisdom Revolution, #1)",201,180,Hardcover,21-07-2021,Few humans in the future find the secrets of what words and sounds can do for the Apocalypse and war led them to evolve in mind and physique Two of them end World War III with just a speech Some say they did a masshypnosis Others say it was their ,"[107, 291, 23, 135, 247, 204, 162]"
971,A Tree Grows in Brooklyn,114,496,Paperback,18-08-1943,The beloved American classic about a young girls comingofage at the turn of the century Betty Smiths ,"[97, 243, 68, 93, 274, 21, 171]"
972,"Poison Study (Study, #1)",181,427,Paperback,27-09-2005,About to be executed for murder Yelena is offered an extraordinary reprieve Shell eat the best meals have rooms in the palaceand risk assassination by anyone trying to kill the Commander of Ixia,"[107, 93, 34, 236, 182, 122, 3]"
973,"The Lies of Locke Lamora (Gentleman Bastard, #1)",604,752,Kindle Edition,01-06-2006,An orphans life is harshand often shortin the mysterious island city of Camorr But young Locke Lamora dodges death and slavery becoming a thief under the tutelage of a gifted con artist As leader of the band of lightfingered brothers known as the Gentleman Bastards Locke is soon infamous fooling even the underworlds most feared ruler But in the shadows lurks someone still more ambitious and deadly Faced with a bloody coup that threatens to destroy everyone and everything that holds meaning in his mercenary life Locke vows to beat the enemy at his own brutal gameor die trying,"[107, 182, 42, 247, 3, 204, 35]"
974,Foucault’s Pendulum,312,623,Paperback,04-10-1988,Three clever editors who have spent altogether too much time reviewing crackpot manuscripts on the occult by fanatics and dilettantes decide to have a little fun They are inspired by an extraordinary fable they heard years before from a suspiciously natty colonel who claimed to know of a mystic source of power greater than atomic energy,"[97, 166, 243, 143, 68, 33, 106]"
975,Ulysses,452,783,Paperback,02-02-1922,Ulysses is a modernist novel by Irish writer James Joyce It was first serialized in parts in the American journal The Little Review from March 1918 to December 1920 and then published in its entirety in Paris by Sylvia Beach on 2 February 1922 Joyces 40th birthday It is considered one of the most important works of modernist literature and has been called a demonstration and summation of the entire movement ,"[97, 143, 68, 26, 132, 231, 228]"
976,Cold Mountain,561,449,Paperback,01-01-1997, is a novel about a soldiers perilous journey back to his beloved near the Civil Wars end At once a love story  a harrowing account of one mans long walk home Cold Mountain introduces a new talent in American literature,"[254, 182, 21, 34, 238, 209, 68]"
977,The Invisible Life of Addie LaRue,67,448,Hardcover,06-10-2020,France 1714 in a moment of desperation a young woman makes a Faustian bargain to live forever and is cursed to be forgotten by everyone she meets,"[107, 182, 34, 243, 204, 21, 216]"
978,Waiting for Godot,320,109,Paperback,01-04-1952,The story revolves around two seemingly homeless men simply waiting for someoneor somethingnamed Godot Vladimir and Estragon wait near a tree inhabiting a drama spun of their own consciousness The result is a comical wordplay of poetry dreamscapes and nonsense which has been interpreted as mankinds inexhaustible search for meaning Becketts language pioneered an expressionistic minimalism that captured the existential postWorld War II Europe His play remains one of the most magical and beautiful allegories of our time,"[62, 68, 182, 9, 143, 83, 202]"
979,A Tale of Two Cities,347,489,Paperback,26-11-1859, is Charles Dickenss great historical novel set against the violent upheaval of the French Revolution The most famous and perhaps the most popular of his works it compresses an event of immense complexity to the scale of a family history with a cast of characters that includes a bloodthirsty ogress and an antihero as believably flawed as any in modern fiction Though the least typical of the authors novels ,"[157, 182, 243, 143, 21, 202, 132]"
